  
 ------------------------
 2D Mesh Quality Measures
 ------------------------
  
Signed Area     Aspect Ratio    Condition       Edge Ratio      Jacobian        Minimum Angle   Maximum Angle   Area Sign       
      1.4809E-01      1.0662E+00      1.0316E+00      1.1160E+00      1.2963E-01      8.2892E+01      1.0422E+02      1.0000E+00
      1.4809E-01      1.0662E+00      1.0316E+00      1.1160E+00      1.2963E-01      8.2892E+01      1.0422E+02      1.0000E+00
      1.4809E-01      1.0662E+00      1.0316E+00      1.1160E+00      1.2963E-01      8.2892E+01      1.0422E+02      1.0000E+00
      1.4809E-01      1.0662E+00      1.0316E+00      1.1160E+00      1.2963E-01      8.2892E+01      1.0422E+02      1.0000E+00
      2.7951E-01      1.5127E+00      1.3194E+00      2.0930E+00      1.4049E-01      6.7500E+01      1.2789E+02      1.0000E+00
      2.7951E-01      1.5127E+00      1.3194E+00      2.0930E+00      1.4049E-01      6.7500E+01      1.2789E+02      1.0000E+00
      2.7951E-01      1.5127E+00      1.3194E+00      2.0930E+00      1.4049E-01      6.7500E+01      1.2789E+02      1.0000E+00
      2.7951E-01      1.5127E+00      1.3194E+00      2.0930E+00      1.4049E-01      6.7500E+01      1.2789E+02      1.0000E+00
      2.7951E-01      1.5127E+00      1.3194E+00      2.0930E+00      1.4049E-01      6.7500E+01      1.2789E+02      1.0000E+00
      2.7951E-01      1.5127E+00      1.3194E+00      2.0930E+00      1.4049E-01      6.7500E+01      1.2789E+02      1.0000E+00
      2.7951E-01      1.5127E+00      1.3194E+00      2.0930E+00      1.4049E-01      6.7500E+01      1.2789E+02      1.0000E+00
      2.7951E-01      1.5127E+00      1.3194E+00      2.0930E+00      1.4049E-01      6.7500E+01      1.2789E+02      1.0000E+00
